run_id;iteration;points
1;1;12533
1;2;13012
1;3;13117
1;4;13511
1;5;13791
1;6;14076
1;7;14604
1;8;14784
1;9;14843
1;10;15146
1;11;15280
1;12;15497
1;13;15727
1;14;15988
1;15;16202
1;16;16284
1;17;16460
1;18;16736
1;19;16828
1;20;17184
1;21;17364
1;22;17664
1;23;17771
1;24;17792
1;25;17956
1;26;18399
1;27;18970
1;28;19571
1;29;19604
1;30;19670
1;31;19677
1;32;19721
1;33;19730
1;34;19864
1;35;20106
1;36;20184
1;37;20317
1;38;20508
1;39;20528
1;40;20915
1;41;21051
1;42;21186
1;43;21215
1;44;21317
1;45;21416
1;46;21457
1;47;21480
1;48;21632
1;49;21712
1;50;21893
1;51;21912
1;52;22069
1;53;22119
1;54;22198
1;55;22235
1;56;22243
1;57;22265
1;58;22269
1;59;22277
1;60;22409
1;61;22446
1;62;22479
1;63;22494
1;64;22505
1;65;22544
1;66;22547
1;67;22591
1;68;22601
1;69;22611
1;70;22638
1;71;22684
1;72;22699
1;73;22708
1;74;22712
1;75;22749
1;76;22779
1;77;22785
1;78;22798
1;79;22826
1;80;22841
1;81;22857
1;82;22862
1;83;22872
1;84;22925
1;85;22951
1;86;22961
1;87;22963
1;88;23004
1;89;23041
1;90;23070
1;91;23098
1;92;23135
1;93;23149
1;94;23151
1;95;23158
1;96;23190
1;97;23208
1;98;23241
1;99;23255
1;100;23275
1;101;23276
1;102;23297
1;103;23312
1;104;23325
2;1;11656
2;2;12365
2;3;12450
2;4;12762
2;5;12900
2;6;13250
2;7;13581
2;8;14147
2;9;14384
2;10;14867
2;11;14940
2;12;15190
2;13;15398
2;14;15840
2;15;16024
2;16;16642
2;17;16858
2;18;16953
2;19;17149
2;20;17479
2;21;17664
2;22;17696
2;23;17927
2;24;18278
2;25;18665
2;26;19377
2;27;19451
2;28;19622
2;29;19728
2;30;20242
2;31;20287
2;32;20510
2;33;20629
2;34;20674
2;35;21206
2;36;21508
2;37;21530
2;38;21694
2;39;21879
2;40;21912
2;41;22249
2;42;22304
2;43;22338
2;44;22376
2;45;22609
2;46;22632
2;47;22678
2;48;22708
2;49;22740
2;50;22807
2;51;22820
2;52;22873
2;53;22914
2;54;22928
2;55;22942
2;56;22964
2;57;22989
2;58;22992
2;59;22998
2;60;23046
2;61;23068
2;62;23093
2;63;23108
2;64;23128
2;65;23195
2;66;23232
2;67;23249
2;68;23269
2;69;23277
2;70;23281
2;71;23301
2;72;23308
2;73;23313
3;1;11419
3;2;11687
3;3;11890
3;4;12203
3;5;12621
3;6;13000
3;7;13187
3;8;13349
3;9;13395
3;10;13622
3;11;13975
3;12;14287
3;13;14479
3;14;14561
3;15;14909
3;16;14943
3;17;15349
3;18;15600
3;19;15869
3;20;15990
3;21;16400
3;22;16856
3;23;17268
3;24;17415
3;25;17774
3;26;18160
3;27;18324
3;28;18505
3;29;18565
3;30;18867
3;31;19096
3;32;19189
3;33;19277
3;34;19318
3;35;19356
3;36;19847
3;37;20034
3;38;20351
3;39;20357
3;40;20368
3;41;20539
3;42;20599
3;43;20604
3;44;20683
3;45;21031
3;46;21150
3;47;21810
3;48;21846
3;49;22186
3;50;22194
3;51;22263
3;52;22282
3;53;22303
3;54;22345
3;55;22352
3;56;22376
3;57;22380
3;58;22393
3;59;22422
3;60;22458
3;61;22478
3;62;22544
3;63;22580
3;64;22603
3;65;22605
3;66;22620
3;67;22625
3;68;22650
3;69;22656
3;70;22722
3;71;22734
3;72;22757
3;73;22759
3;74;22782
3;75;22797
3;76;22871
3;77;22890
3;78;22898
3;79;22911
3;80;22956
3;81;22978
3;82;23036
3;83;23068
3;84;23080
3;85;23100
3;86;23104
3;87;23124
3;88;23130
3;89;23141
3;90;23164
3;91;23206
3;92;23240
3;93;23242
3;94;23246
3;95;23257
3;96;23263
3;97;23297
3;98;23304
3;99;23309
3;100;23340
3;101;23348
3;102;23350
4;1;10943
4;2;11530
4;3;11798
4;4;12352
4;5;12765
4;6;13241
4;7;13720
4;8;13986
4;9;14797
4;10;15009
4;11;15063
4;12;15401
4;13;15724
4;14;15853
4;15;16020
4;16;16411
4;17;16558
4;18;16769
4;19;17219
4;20;17321
4;21;17624
4;22;17764
4;23;18024
4;24;18254
4;25;18586
4;26;18881
4;27;19047
4;28;19051
4;29;19064
4;30;19520
4;31;19717
4;32;20123
4;33;20148
4;34;20424
4;35;20756
4;36;20988
4;37;21013
4;38;21089
4;39;21151
4;40;21234
4;41;21496
4;42;21729
4;43;21744
4;44;21835
4;45;21899
4;46;21998
4;47;22046
4;48;22148
4;49;22185
4;50;22192
4;51;22195
4;52;22397
4;53;22413
4;54;22464
4;55;22534
4;56;22584
4;57;22601
4;58;22636
4;59;22691
4;60;22705
4;61;22759
4;62;22789
4;63;22835
4;64;22848
4;65;22849
4;66;22852
4;67;22887
4;68;22923
4;69;22977
4;70;22994
4;71;23014
4;72;23051
4;73;23068
4;74;23096
4;75;23106
4;76;23111
4;77;23138
4;78;23142
4;79;23160
4;80;23168
4;81;23188
4;82;23195
4;83;23238
4;84;23240
4;85;23265
4;86;23280
4;87;23298
4;88;23330
5;1;12335
5;2;12593
5;3;12812
5;4;13423
5;5;13582
5;6;13775
5;7;14054
5;8;14391
5;9;14550
5;10;14942
5;11;15006
5;12;15320
5;13;15386
5;14;15550
5;15;15825
5;16;15933
5;17;15985
5;18;16345
5;19;16651
5;20;16907
5;21;16910
5;22;16952
5;23;17274
5;24;17377
5;25;17416
5;26;17535
5;27;17812
5;28;17904
5;29;18025
5;30;18227
5;31;18254
5;32;18585
5;33;18594
5;34;18672
5;35;18758
5;36;19189
5;37;19203
5;38;19604
5;39;20017
5;40;20161
5;41;20234
5;42;20496
5;43;20555
5;44;20591
5;45;20692
5;46;21102
5;47;21338
5;48;21442
5;49;21942
5;50;21999
5;51;22028
5;52;22350
5;53;22367
5;54;22382
5;55;22398
5;56;22411
5;57;22440
5;58;22504
5;59;22546
5;60;22588
5;61;22599
5;62;22607
5;63;22661
5;64;22664
5;65;22678
5;66;22717
5;67;22728
5;68;22734
5;69;22752
