run_id;iteration;points
1;1;12199
1;2;12691
1;3;12694
1;4;12712
1;5;13259
1;6;13308
1;7;13822
1;8;14409
1;9;14430
1;10;14458
1;11;14523
1;12;14878
1;13;14995
1;14;15044
1;15;15646
1;16;15741
1;17;16216
1;18;16709
1;19;17264
1;20;17265
1;21;17812
1;22;18409
1;23;18414
1;24;18989
1;25;19084
1;26;19115
1;27;19129
1;28;19164
1;29;19170
1;30;19213
2;1;14326
2;2;14853
2;3;14961
2;4;15052
2;5;15102
2;6;15624
2;7;16030
2;8;16641
2;9;17174
2;10;17175
2;11;17271
2;12;17366
2;13;17875
2;14;17880
2;15;17939
2;16;18331
2;17;18380
2;18;18458
2;19;18462
2;20;18570
2;21;18601
2;22;18612
2;23;18644
2;24;19077
2;25;19097
2;26;19106
2;27;19125
2;28;19136
3;1;13396
3;2;13947
3;3;14230
3;4;14280
3;5;14340
3;6;14908
3;7;15462
3;8;16064
3;9;16565
3;10;16606
3;11;16961
3;12;17551
3;13;17569
3;14;17682
3;15;18286
3;16;18290
3;17;18407
3;18;18704
3;19;18715
3;20;18828
3;21;18936
3;22;19053
3;23;19057
3;24;19065
3;25;19075
3;26;19089
3;27;19104
3;28;19122
3;29;19171
3;30;19182
3;31;19187
3;32;19190
3;33;19191
3;34;19193
3;35;19205
4;1;15191
4;2;15742
4;3;16102
4;4;16682
4;5;17097
4;6;17192
4;7;17317
4;8;17914
4;9;17973
4;10;18436
4;11;18864
4;12;18899
4;13;18917
4;14;19012
4;15;19053
4;16;19103
4;17;19121
4;18;19159
4;19;19170
4;20;19171
4;21;19190
4;22;19205
5;1;13443
5;2;13967
5;3;14016
5;4;14045
5;5;14584
5;6;15020
5;7;15618
5;8;15653
5;9;16229
5;10;16780
5;11;16893
5;12;17346
5;13;17374
5;14;17396
5;15;17455
5;16;17959
5;17;17973
5;18;18064
5;19;18507
5;20;18511
5;21;19081
5;22;19093
5;23;19104
5;24;19126
5;25;19155
6;1;14056
6;2;14115
6;3;14650
6;4;14671
6;5;14784
6;6;15323
6;7;15761
6;8;16235
6;9;16583
6;10;16671
6;11;16697
6;12;17248
6;13;17266
6;14;17307
6;15;17331
6;16;17906
6;17;18261
6;18;18283
6;19;18397
6;20;18828
6;21;18942
6;22;19037
6;23;19048
6;24;19076
6;25;19107
6;26;19135
7;1;10063
7;2;10576
7;3;10965
7;4;11541
7;5;11572
7;6;12174
7;7;12693
7;8;12721
7;9;13212
7;10;13814
7;11;14288
7;12;14864
7;13;14942
7;14;15491
7;15;15983
7;16;16493
7;17;16522
7;18;17109
7;19;17699
7;20;17753
7;21;17773
7;22;18265
7;23;18362
7;24;18475
7;25;18505
7;26;18509
7;27;19025
7;28;19075
7;29;19134
7;30;19162
7;31;19207
7;32;19213
8;1;13361
8;2;13478
8;3;13527
8;4;14103
8;5;14678
8;6;15246
8;7;15498
8;8;15539
8;9;16107
8;10;16111
8;11;16269
8;12;16805
8;13;16901
8;14;16912
8;15;17275
8;16;17285
8;17;17688
8;18;18233
8;19;18346
8;20;18441
8;21;18500
8;22;18539
8;23;19051
8;24;19110
8;25;19121
8;26;19147
8;27;19164
8;28;19170
8;29;19213
9;1;13373
9;2;13948
9;3;14016
9;4;14042
9;5;14703
9;6;15143
9;7;15733
9;8;16192
9;9;16598
9;10;16715
9;11;17034
9;12;17159
9;13;17190
9;14;17307
9;15;17402
9;16;17502
9;17;18032
9;18;18515
9;19;18535
9;20;18613
9;21;18648
9;22;18651
9;23;18665
9;24;18691
9;25;19028
9;26;19087
9;27;19091
9;28;19109
9;29;19144
9;30;19147
9;31;19149
9;32;19192
9;33;19193
9;34;19205
10;1;13387
10;2;13447
10;3;13476
10;4;13989
10;5;14579
10;6;14614
10;7;14673
10;8;15046
10;9;15096
10;10;15569
10;11;15647
10;12;16096
10;13;16127
10;14;16636
10;15;16747
10;16;17179
10;17;17654
10;18;17750
10;19;17867
10;20;18268
10;21;18363
10;22;18476
10;23;18983
10;24;19003
10;25;19059
10;26;19069
10;27;19165
10;28;19169
10;29;19171
10;30;19190
10;31;19193
10;32;19205
11;1;11072
11;2;11142
11;3;11160
11;4;11633
11;5;12237
11;6;12835
11;7;13450
11;8;13927
11;9;13997
11;10;14471
11;11;14512
11;12;14970
11;13;15462
11;14;16004
11;15;16121
11;16;16181
11;17;16232
11;18;16703
11;19;16780
11;20;17132
11;21;17161
11;22;17580
11;23;17693
11;24;18268
11;25;18670
11;26;18775
11;27;18835
11;28;18853
11;29;18873
11;30;18901
11;31;18936
11;32;19018
11;33;19042
11;34;19053
11;35;19062
11;36;19083
11;37;19115
11;38;19126
11;39;19136
12;1;12724
12;2;13231
12;3;13322
12;4;13926
12;5;14501
12;6;14579
12;7;15008
12;8;15578
12;9;16154
12;10;16592
12;11;16603
12;12;17095
12;13;17121
12;14;17708
12;15;17799
12;16;17816
12;17;17847
12;18;17896
12;19;18438
12;20;18989
12;21;19071
12;22;19106
12;23;19109
12;24;19110
12;25;19153
12;26;19155
12;27;19164
12;28;19185
12;29;19205
13;1;14199
13;2;14678
13;3;14698
13;4;15222
13;5;15798
13;6;15911
13;7;15975
13;8;16006
13;9;16469
13;10;16508
13;11;16939
13;12;16961
13;13;17566
13;14;17674
13;15;17705
13;16;18280
13;17;18309
13;18;18329
13;19;18872
13;20;18883
13;21;18948
13;22;18953
13;23;18999
13;24;19028
13;25;19073
13;26;19075
13;27;19095
13;28;19106
13;29;19136
13;30;19171
13;31;19185
13;32;19205
14;1;10045
14;2;10614
14;3;11154
14;4;11786
14;5;12245
14;6;12821
14;7;13311
14;8;13881
14;9;14437
14;10;14457
14;11;14486
14;12;14971
14;13;15043
14;14;15154
14;15;15723
14;16;16194
14;17;16291
14;18;16867
14;19;16896
14;20;17297
14;21;17866
14;22;17870
14;23;17983
14;24;18043
14;25;18078
14;26;18464
14;27;18513
14;28;18877
14;29;18922
14;30;18982
14;31;19095
14;32;19106
14;33;19118
14;34;19127
14;35;19135
15;1;12249
15;2;12847
15;3;13423
15;4;13958
15;5;13978
15;6;14601
15;7;14996
15;8;15007
15;9;15036
15;10;15058
15;11;15086
15;12;15608
15;13;15636
15;14;15656
15;15;16128
15;16;16582
15;17;16611
15;18;17186
15;19;17227
15;20;17231
15;21;17251
15;22;17347
15;23;17823
15;24;17841
15;25;17937
15;26;18233
15;27;18253
15;28;18344
15;29;18350
15;30;18461
15;31;18807
15;32;18827
15;33;18937
15;34;18941
15;35;18952
15;36;19012
15;37;19125
15;38;19127
15;39;19162
15;40;19205
15;41;19213
16;1;12052
16;2;12177
16;3;12669
16;4;13273
16;5;13795
