run_id;iteration;points
1;1;12199
1;2;12691
1;3;12694
1;4;12712
1;5;13259
1;6;13308
1;7;13822
1;8;14409
1;9;14430
1;10;14458
1;11;14523
1;12;14878
1;13;14995
1;14;15044
1;15;15646
1;16;15741
1;17;16216
1;18;16272
1;19;16827
1;20;17349
1;21;17924
1;22;18301
1;23;18334
1;24;18336
1;25;18810
1;26;18817
1;27;18930
1;28;18941
1;29;19058
1;30;19068
1;31;19078
1;32;19119
1;33;19125
1;34;19134
1;35;19167
1;36;19187
1;37;19191
1;38;19205
2;1;12163
2;2;12732
2;3;12768
2;4;12827
2;5;13354
2;6;13930
2;7;14000
2;8;14514
2;9;15001
2;10;15492
2;11;15605
2;12;16237
2;13;16767
2;14;17336
2;15;17356
2;16;17375
2;17;17848
2;18;18295
2;19;18420
2;20;18469
2;21;18565
2;22;19085
2;23;19096
2;24;19099
2;25;19103
2;26;19112
2;27;19126
2;28;19155
2;29;19171
2;30;19172
2;31;19183
2;32;19187
2;33;19188
2;34;19190
2;35;19205
3;1;12405
3;2;12976
3;3;13578
3;4;13596
3;5;14186
3;6;14207
3;7;14754
3;8;15369
3;9;15397
3;10;15966
3;11;16542
3;12;16591
3;13;16708
3;14;17053
3;15;17604
3;16;17691
3;17;17702
3;18;17728
3;19;17738
3;20;17780
3;21;17802
3;22;17910
3;23;17930
3;24;17990
3;25;18439
3;26;18719
3;27;18814
3;28;18832
3;29;18957
3;30;18976
3;31;19005
3;32;19037
3;33;19086
3;34;19115
3;35;19135
4;1;12686
4;2;13242
4;3;13605
4;4;14174
4;5;14749
4;6;15300
4;7;15818
4;8;16319
4;9;16348
4;10;16461
4;11;16492
4;12;17005
4;13;17491
4;14;17519
4;15;17584
4;16;17590
4;17;17748
4;18;17759
4;19;17777
4;20;17808
4;21;17925
4;22;17953
4;23;18480
4;24;18529
4;25;18530
4;26;18541
4;27;19117
4;28;19126
4;29;19135
4;30;19136
5;1;12701
5;2;13252
5;3;13340
5;4;13876
5;5;14284
5;6;14343
5;7;14818
5;8;15345
5;9;15851
5;10;15869
5;11;15948
5;12;16039
5;13;16637
5;14;17159
5;15;17710
5;16;17805
5;17;17825
5;18;17860
5;19;17888
5;20;18260
5;21;18734
5;22;18842
5;23;18937
5;24;18961
5;25;19074
5;26;19078
5;27;19082
5;28;19089
5;29;19109
5;30;19164
5;31;19170
5;32;19202
5;33;19213
6;1;10840
6;2;11407
6;3;11997
6;4;12028
6;5;12507
6;6;13020
6;7;13512
6;8;14036
6;9;14563
6;10;14641
6;11;15155
6;12;15530
6;13;15938
6;14;16413
6;15;16483
6;16;16597
6;17;16656
6;18;16716
6;19;17267
6;20;17380
6;21;17487
6;22;17890
6;23;17906
6;24;17971
6;25;18234
6;26;18351
6;27;18372
6;28;18388
6;29;18406
6;30;18975
6;31;18986
6;32;19083
6;33;19132
6;34;19175
6;35;19195
6;36;19213
7;1;12826
7;2;13377
7;3;13875
7;4;14388
7;5;14505
7;6;15076
7;7;15136
7;8;15658
7;9;16037
7;10;16533
7;11;17109
7;12;17140
7;13;17161
7;14;17213
7;15;17656
7;16;17769
7;17;18267
7;18;18384
7;19;18415
7;20;18441
7;21;18474
7;22;18993
7;23;19053
7;24;19112
7;25;19135
8;1;12891
8;2;13008
8;3;13500
8;4;13960
8;5;14412
8;6;14981
8;7;15089
8;8;15100
8;9;15103
8;10;15654
8;11;16258
8;12;16260
8;13;16775
8;14;17249
8;15;17278
8;16;17327
8;17;17444
8;18;17462
8;19;17463
8;20;17955
8;21;17990
8;22;18049
8;23;18475
8;24;18486
8;25;18815
8;26;18819
8;27;18854
8;28;18965
8;29;19049
8;30;19051
8;31;19077
8;32;19088
8;33;19117
8;34;19150
8;35;19193
8;36;19204
8;37;19205
9;1;11000
9;2;11527
9;3;11553
9;4;12183
9;5;12657
9;6;12685
9;7;13275
9;8;13388
9;9;13986
9;10;14588
9;11;15105
9;12;15675
9;13;16054
9;14;16082
9;15;16589
9;16;17051
9;17;17549
9;18;18125
9;19;18128
9;20;18502
9;21;18598
9;22;18647
9;23;18737
9;24;18754
9;25;18789
9;26;18900
9;27;18905
9;28;18979
9;29;19026
9;30;19057
9;31;19097
9;32;19117
9;33;19135
9;34;19136
10;1;10668
10;2;11329
10;3;11933
10;4;12289
10;5;12348
10;6;12899
10;7;12991
10;8;13282
10;9;13336
10;10;13938
10;11;13966
10;12;14015
10;13;14046
10;14;14473
10;15;14590
10;16;15114
10;17;15272
10;18;15723
10;19;16299
10;20;16306
10;21;16337
10;22;16788
10;23;16809
10;24;17261
10;25;17324
10;26;17805
10;27;18153
10;28;18184
10;29;18188
10;30;18305
10;31;18387
10;32;18447
10;33;18499
10;34;18510
10;35;18880
10;36;18956
10;37;18997
10;38;19025
10;39;19074
10;40;19081
10;41;19097
10;42;19108
10;43;19114
10;44;19115
10;45;19124
10;46;19135
11;1;11198
11;2;11718
11;3;11746
11;4;11863
11;5;12316
11;6;12761
11;7;13351
11;8;13354
11;9;13403
11;10;13972
11;11;14086
11;12;14203
11;13;14641
11;14;14754
11;15;15192
11;16;15287
11;17;15802
11;18;16107
11;19;16466
11;20;16835
11;21;16895
11;22;16923
11;23;16941
11;24;17018
11;25;17115
11;26;17666
11;27;18241
11;28;18826
11;29;18837
11;30;18903
11;31;18924
11;32;18990
11;33;19057
11;34;19068
11;35;19077
11;36;19096
11;37;19097
11;38;19116
11;39;19127
11;40;19135
11;41;19136
12;1;11863
12;2;11892
12;3;12479
12;4;12971
12;5;13569
12;6;13598
12;7;14169
12;8;14627
12;9;14752
12;10;15266
12;11;15793
12;12;15815
12;13;16390
12;14;17013
12;15;17130
12;16;17564
12;17;17613
12;18;17708
12;19;17739
12;20;18074
12;21;18098
12;22;18206
12;23;18265
12;24;18378
12;25;18828
12;26;18857
12;27;18982
12;28;19013
12;29;19014
12;30;19089
12;31;19109
12;32;19128
12;33;19130
12;34;19136
12;35;19164
12;36;19190
12;37;19193
12;38;19205
13;1;12748
13;2;13317
13;3;13886
13;4;14234
13;5;14265
13;6;14685
13;7;14798
13;8;14815
13;9;14826
13;10;14875
13;11;14906
13;12;15413
13;13;15473
13;14;15551
13;15;16091
13;16;16112
13;17;16681
13;18;17215
13;19;17311
13;20;17886
13;21;17906
13;22;18359
13;23;18365
13;24;18478
13;25;18951
13;26;18968
13;27;18988
13;28;19047
13;29;19067
13;30;19068
13;31;19086
13;32;19112
13;33;19127
14;1;11213
14;2;11711
14;3;12300
14;4;12395
14;5;12506
14;6;12969
14;7;13537
14;8;13566
14;9;14146
14;10;14242
14;11;14298
14;12;14412
14;13;15094
