run_id;startPoints;endPoints
825;12212;23334
826;13532;23338
827;10364;23364
828;12346;23292
829;11448;23314
830;11103;23356
831;11486;23307
832;12464;23298
833;12354;23323
834;11829;23364
835;12907;23307
836;11056;23363
837;12169;23276
838;12001;23350
839;12207;23286
840;12840;23287
841;12390;23331
842;12352;23325
843;11454;23356
844;10889;23341
845;12397;23310
846;11149;23303
847;13190;23288
848;13269;23314
849;11516;23285
850;12471;23352
851;11192;23353
852;10836;23343
853;10195;23257
854;12030;23344
855;13281;23287
856;12293;23340
857;11893;23343
858;11281;23331
859;9930;23330
860;12418;23354
861;12791;23347
862;11208;23319
863;12219;23353
864;11275;23301
865;10739;23316
866;11809;23338
867;11871;23299
868;11340;23316
869;11456;23317
870;12393;23308
871;11085;23323
872;11462;23324
873;12396;23338
874;13074;23320
875;13525;23384
876;11304;23233
877;12227;23310
878;10223;23319
879;13120;23354
880;11955;23350
881;11921;23304
882;11518;23312
883;12288;23293
884;11166;23337
885;12238;23324
886;11625;23344
887;11504;23365
888;13042;23267
889;12665;23301
890;12394;23307
891;11652;23350
892;10711;23333
893;12268;23303
894;12903;23294
895;11212;23317
896;12436;23310
897;10328;23318
898;11849;23350
899;10932;23324
900;11168;23254
901;11643;23264
902;12350;23319
903;12362;23326
904;11513;23299
905;12208;23336
906;11656;23325
907;10801;23301
908;11343;23320
909;11460;23331
910;11504;23289
911;10566;23374
912;10976;23265
913;11557;23303
914;12567;23316
915;12508;23319
916;11339;23270
917;12458;23293
918;10727;23336
919;11986;23299
920;11991;23319
921;10975;23256
922;12156;23302
923;10912;23322
924;12110;23357
925;11965;23277
926;11176;23264
927;11311;23328
928;11986;23308
929;11561;23316
930;10910;23338
931;11736;23353
932;11266;23283
933;11321;23299
934;12201;23240
935;12856;23277
936;12157;23316
937;11849;23264
938;12022;23282
939;12074;23240
940;11709;23284
941;12712;23298
942;11390;23283
943;10957;23320
944;11238;23323
945;13218;23315
946;12121;23351
947;11795;23348
948;10702;23295
949;12381;23295
950;11619;23351
951;12807;23334
952;12531;23265
953;12312;23324
954;11368;23310
955;11048;23340
956;11858;23332
957;12105;23369
958;12270;23366
959;11500;23300
960;12782;23296
961;12058;23302
962;10003;23341
963;11874;23284
964;10790;23342
965;13179;23298
966;12283;23302
967;12449;23339
968;11685;23323
969;12616;23227
970;11709;23177
971;12335;23333
972;12841;23264
973;12417;23344
974;10990;23355
975;11147;23363
976;12250;23336
977;12573;23315
978;12076;23312
979;11466;23262
980;11325;23300
981;10413;23305
982;12403;23348
983;11679;23307
984;11164;23273
985;11642;23384
986;11814;23354
987;11562;23348
988;12069;23161
989;11350;23363
990;10581;23340
991;13281;23324
992;12056;23281
993;11279;23323
994;11591;23340
995;11421;23279
996;12493;23289
997;12453;23302
998;12547;23348
999;13192;23323
1000;11770;23299
