run_id;startPoints;endPoints
304;11757;15553
305;10410;15585
306;10377;15585
307;9760;15562
308;9571;15585
309;10799;15562
310;11163;15561
311;9934;15562
312;12307;15562
313;10876;15562
314;12257;15561
315;11339;15585
316;11310;15585
317;8840;15585
318;10209;15585
319;11784;15585
320;11942;15585
321;10841;15585
322;10507;15562
323;13124;15553
324;10351;15553
325;11407;15585
326;10956;15562
327;12220;15562
328;9272;15585
329;12014;15585
330;10121;15585
331;10588;15544
332;10606;15585
333;10103;15585
334;10614;15585
335;11318;15585
336;9921;15544
337;11913;15585
338;10033;15585
339;9557;15562
340;11614;15585
341;11487;15562
342;10148;15585
343;9465;15585
344;11256;15585
345;10429;15585
346;10198;15585
347;10612;15561
348;7921;15562
349;11732;15562
350;9023;15562
351;10963;15585
352;12897;15562
353;11510;15585
354;11634;15585
355;11305;15585
356;10193;15562
357;11029;15585
358;9611;15562
359;8937;15585
360;8779;15585
361;10342;15585
362;11599;15562
363;10620;15561
364;10121;15562
365;11960;15585
366;11534;15585
367;10459;15585
368;10148;15585
369;11261;15562
370;9079;15585
371;9995;15585
372;10246;15585
373;10374;15553
374;11117;15585
375;12472;15562
376;10045;15562
377;9998;15561
378;11002;15585
379;9682;15562
380;12240;15585
381;9089;15585
382;9469;15585
383;9658;15585
384;8181;15585
385;10343;15561
386;11134;15562
387;8887;15585
388;12271;15585
389;12097;15585
390;10120;15585
391;8207;15585
392;10890;15585
393;9645;15562
394;12153;15585
395;9963;15585
396;11058;15585
397;10958;15585
398;12231;15585
399;9193;15585
400;10355;15585
401;12894;15585
402;10349;15585
403;11756;15585
404;9824;15585
405;10351;15585
406;10753;15585
407;11423;15585
408;10422;15585
409;12695;15585
410;10704;15585
411;13098;15561
412;11068;15585
413;12112;15562
414;8890;15562
415;10344;15585
416;9204;15585
417;12276;15585
418;10871;15585
419;9295;15585
420;11481;15562
421;10034;15561
422;10518;15562
423;12008;15585
424;8775;15562
425;9602;15585
426;10238;15585
427;11407;15585
428;10962;15562
429;10590;15585
430;9287;15562
431;10116;15562
432;11450;15585
433;10316;15562
434;10301;15585
435;10869;15562
436;12362;15562
437;10220;15585
438;10671;15561
439;9149;15585
440;10953;15585
441;8506;15561
442;11263;15562
443;11426;15585
444;11177;15585
445;10352;15585
446;10348;15561
447;9641;15585
448;11428;15585
449;12033;15553
450;11700;15585
451;10246;15562
452;11176;15585
453;10440;15561
454;10996;15585
455;9637;15585
456;10481;15585
457;11180;15562
458;11265;15553
459;12132;15562
460;10241;15585
461;9979;15585
462;11128;15585
463;11531;15561
464;9787;15562
465;10419;15561
466;10706;15585
467;9920;15585
468;10254;15585
469;12800;15585
470;11435;15561
471;11424;15562
472;10640;15561
473;12450;15585
474;11389;15562
475;10134;15585
476;10065;15585
477;11248;15585
478;8836;15585
479;10116;15562
480;10547;15585
481;10298;15562
482;11588;15585
483;9359;15553
484;9215;15562
485;11069;15562
486;10565;15585
487;10336;15562
488;13139;15562
489;11466;15585
490;8461;15585
491;10370;15562
492;9276;15585
493;11215;15544
494;9926;15562
495;11272;15585
496;10854;15562
497;9522;15585
498;10927;15585
499;9892;15585
500;9403;15585
501;10917;15585
502;10351;15585
503;9649;15544
504;8161;15562
505;11945;15585
506;11338;15562
507;10062;15562
508;9092;15585
509;9861;15585
510;9508;15585
511;12399;15562
512;11455;15585
513;8624;15585
514;11132;15585
515;10891;15585
516;8380;15585
517;9564;15585
518;10099;15562
519;11736;15561
520;12500;15585
521;11100;15585
522;10525;15585
523;10884;15585
524;10665;15562
525;10860;15585
526;10140;15562
527;8382;15585
528;10122;15553
529;11192;15562
530;10615;15562
531;11217;15562
532;13446;15585
533;9693;15585
534;10889;15585
535;11935;15585
536;11047;15562
537;10737;15562
538;10152;15585
539;11902;15562
540;9965;15585
541;10309;15562
542;9932;15585
543;9504;15562
544;11254;15585
545;10514;15585
546;10692;15544
547;10909;15561
548;11332;15562
549;9882;15585
550;9806;15585
551;12015;15585
552;8506;15585
553;9700;15585
554;11648;15585
555;10214;15585
556;12122;15585
557;10303;15585
558;10733;15562
559;6836;15585
560;11951;15544
561;12021;15585
562;9919;15585
563;9542;15585
564;11515;15585
565;10652;15585
566;9462;15562
567;10958;15553
568;11139;15585
569;10641;15562
570;11280;15585
571;11088;15585
572;10162;15585
573;10139;15561
574;12759;15585
575;10195;15562
576;12446;15585
577;10120;15585
578;10760;15562
579;12565;15553
580;9982;15562
581;10116;15585
582;10616;15562
583;11042;15585
584;11140;15562
585;11767;15562
586;9702;15585
587;10663;15585
588;9363;15561
589;11123;15561
590;10043;15585
591;10294;15585
592;10432;15585
593;13272;15585
594;12117;15561
595;10734;15585
596;9514;15585
597;11286;15544
598;10779;15562
599;8416;15548
600;11032;15562
601;11119;15585
602;10626;15585
603;9941;15585
604;11385;15585
605;10324;15585
606;10170;15562
607;10649;15585
608;9881;15585
609;11443;15562
610;9075;15561
611;10197;15585
612;9387;15585
613;12399;15585
614;10714;15585
615;10820;15585
616;8957;15562
617;11663;15585
618;10862;15585
619;11528;15562
620;10455;15585
621;11833;15562
622;11096;15562
623;10479;15585
624;8331;15585
625;9913;15585
626;11068;15585
627;9990;15561
628;9185;15585
629;11325;15585
630;12753;15585
631;12362;15585
632;9971;15585
633;9614;15585
634;12064;15562
635;8249;15585
636;10409;15561
637;9797;15553
638;11332;15585
639;11781;15561
640;12431;15585
641;12414;15562
642;9797;15585
643;9991;15585
644;11356;15585
645;10106;15585
646;10563;15549
647;9751;15561
648;11985;15562
649;9175;15562
650;10476;15562
651;11063;15561
652;11286;15561
653;10106;15562
654;10602;15561
655;11127;15585
656;11199;15585
657;11990;15562
658;12191;15562
659;12567;15585
660;11293;15585
661;11017;15585
662;11998;15585
663;9985;15561
664;11964;15585
665;10935;15585
666;10456;15585
667;11348;15562
668;9103;15562
669;10782;15585
670;11020;15561
671;12379;15562
672;11066;15561
673;9829;15562
674;9894;15585
675;10986;15562
676;10063;15585
677;12601;15585
678;9197;15585
679;12289;15561
680;9089;15585
681;12271;15585
682;12696;15585
683;10378;15544
684;11156;15585
685;11526;15562
686;9337;15585
687;10073;15585
688;12620;15585
689;11131;15585
690;11268;15553
691;11318;15585
692;10636;15585
693;10710;15585
694;11456;15585
695;12303;15585
696;10347;15585
697;10854;15585
698;11655;15585
699;8308;15561
700;10692;15562
701;10522;15585
702;11045;15548
703;10438;15561
704;11562;15562
705;10874;15585
706;10414;15585
707;11977;15585
708;10168;15585
709;11351;15585
710;11202;15585
711;11211;15561
712;9250;15585
713;10352;15585
714;11610;15544
715;12720;15585
716;9797;15585
717;12613;15562
718;10468;15544
719;11397;15553
720;8623;15585
721;8388;15585
722;10103;15562
723;10867;15585
724;8215;15585
725;11951;15562
726;10388;15562
727;11121;15585
728;11911;15561
729;11161;15585
730;10615;15562
731;11109;15561
732;11394;15585
733;11460;15585
734;10660;15562
735;9865;15585
736;11754;15562
737;10285;15585
738;11093;15562
739;9452;15585
740;11099;15585
741;8942;15585
742;11576;15585
743;9573;15562
744;11133;15544
745;9899;15585
746;11871;15585
747;10789;15562
748;10996;15562
749;12423;15562
750;8533;15562
751;9370;15561
752;11025;15585
753;10649;15585
754;13211;15585
755;10500;15561
756;10155;15585
757;11119;15585
758;10344;15548
759;9224;15585
760;10367;15585
761;10289;15585
762;9981;15562
763;10286;15561
764;10387;15562
765;11226;15585
766;10691;15585
767;9707;15562
768;12607;15562
769;12105;15585
770;12095;15585
771;10364;15585
772;11584;15585
773;9544;15562
774;11544;15561
775;10601;15562
776;10202;15562
777;10052;15585
778;12894;15585
779;11398;15585
780;9520;15585
781;10123;15562
782;10003;15585
783;11054;15585
784;10167;15562
785;10645;15585
786;10670;15585
787;11430;15562
788;9960;15544
789;10353;15538
790;9558;15585
791;9642;15585
792;11222;15585
793;9119;15585
794;9883;15585
795;11023;15542
796;10517;15585
797;10544;15561
798;11850;15585
799;9876;15585
800;10997;15561
801;11536;15553
802;11609;15585
803;10689;15562
804;9967;15562
805;9920;15562
806;8883;15562
807;10546;15553
808;10009;15585
809;10938;15562
810;10369;15561
811;11939;15585
812;10340;15585
813;11077;15585
814;10603;15585
815;11896;15585
816;10307;15585
817;9378;15585
818;11178;15561
819;10476;15585
820;12332;15562
821;12458;15585
822;11399;15585
823;10677;15562
824;10058;15544
825;9699;15562
826;10942;15544
827;11191;15585
828;10034;15562
829;11239;15585
830;10427;15585
831;10011;15553
832;10814;15512
833;11264;15562
834;9515;15585
835;12610;15585
836;11963;15585
837;9761;15585
838;10329;15585
839;10419;15585
840;11045;15562
841;11253;15561
842;10474;15561
843;11014;15561
844;9861;15585
845;10428;15585
846;10052;15585
847;8200;15585
848;12070;15562
849;8575;15553
850;12316;15561
851;10374;15585
852;10616;15585
853;10543;15585
854;11971;15562
855;9697;15561
856;11134;15585
857;12173;15585
858;11423;15585
859;13073;15585
860;10559;15585
861;10043;15585
862;11439;15585
863;11592;15561
864;13290;15585
865;11599;15585
866;11126;15585
867;9780;15561
868;12439;15561
869;12035;15561
870;10580;15562
871;8005;15562
872;10888;15585
873;10913;15561
874;11589;15585
875;10804;15585
876;9864;15585
877;9280;15561
878;10468;15562
879;11212;15585
880;9454;15585
881;10418;15585
882;9330;15585
883;9944;15585
884;10630;15549
885;10999;15585
886;11095;15585
887;11243;15585
888;10139;15585
889;9999;15585
890;8135;15544
891;10929;15585
892;11222;15562
893;10430;15585
894;11217;15585
895;11532;15585
896;8231;15585
897;9715;15562
898;12173;15585
899;11145;15553
900;10412;15585
901;10113;15561
902;10848;15562
903;12363;15562
904;9510;15562
905;9026;15553
906;6232;15562
907;9527;15585
908;11244;15585
909;8414;15562
910;11318;15585
911;11563;15585
912;11861;15585
913;10913;15585
914;10091;15585
915;9062;15585
916;11505;15585
917;9905;15585
918;12293;15585
919;12043;15540
920;11632;15585
921;11486;15585
922;10650;15585
923;10341;15585
924;10655;15562
925;8257;15562
926;11614;15585
927;11657;15585
928;10355;15585
929;12250;15562
930;11034;15562
931;11339;15562
932;11219;15562
933;10127;15585
934;11867;15562
935;10973;15562
936;9476;15553
937;11544;15585
938;9599;15548
939;11241;15585
940;10278;15585
941;11285;15562
942;10933;15562
943;11191;15585
944;10941;15585
945;12296;15585
946;12445;15585
947;12202;15561
948;10167;15553
949;11395;15549
950;12648;15562
951;9503;15562
952;10521;15544
953;11182;15585
