run_id;startPoints;endPoints
194;12880;19136
195;14464;19205
196;14169;19213
197;12162;19213
198;13672;19126
199;11513;19155
200;13072;19205
201;13169;19135
202;11727;19136
203;12658;19213
204;11497;19164
205;12289;19136
206;11927;19205
207;9866;19135
208;13087;19135
209;12461;19135
210;12124;19213
211;12118;19205
212;11583;19205
213;12714;19136
214;12183;19136
215;13192;19135
216;9366;19213
217;13218;19213
218;13751;19127
219;14245;19213
220;12035;19135
221;10048;19213
222;14901;19135
223;9844;19205
224;13747;19205
225;13098;19205
226;13248;19213
227;14316;19135
228;12462;19213
229;12231;19135
230;13206;19213
231;12363;19213
232;12933;19213
233;12445;19126
234;13614;19126
235;12842;19135
236;9376;19213
237;13451;19126
238;13973;19135
239;14359;19164
240;13989;19205
241;11603;19155
242;12031;19205
243;12367;19213
244;11760;19135
245;13457;19205
246;12611;19136
247;11026;19136
248;11275;19136
249;11201;19213
250;11671;19135
251;11741;19126
252;11486;19205
253;9859;19213
254;9325;19205
255;14150;19213
256;11227;19136
257;12720;19135
258;11028;19155
259;10422;19135
260;13274;19136
261;12113;19135
262;14966;19213
263;12276;19164
264;14377;19205
265;11452;19136
266;11114;19136
267;15351;19205
268;9769;19126
269;14408;19135
270;12934;19136
271;13397;19205
272;12394;19213
273;13977;19127
274;12014;19135
275;11810;19135
276;12849;19213
277;11181;19136
278;13234;19213
279;8806;19205
280;12873;19135
281;10970;19135
282;12920;19213
283;11121;19127
284;15541;19126
285;11490;19213
286;14076;19213
287;13479;19136
288;12778;19126
289;13266;19136
290;14394;19155
291;13929;19205
292;13254;19213
293;13284;19205
294;12052;19213
295;13403;19127
296;9322;19135
297;14517;19135
298;13169;19205
299;11510;19213
300;12793;19213
301;13801;19213
302;10442;19135
303;14955;19164
304;10195;19164
305;11482;19126
306;11702;19155
307;14990;19213
308;11328;19213
309;12815;19213
310;11612;19213
311;11479;19136
312;12658;19076
313;11487;19127
314;12214;19127
315;12067;19205
316;14381;19213
317;10113;19205
318;11612;19213
319;14624;19213
320;12429;19155
321;14272;19205
322;11525;19127
323;10943;19135
324;14638;19205
325;13900;19127
326;11832;19155
327;12698;19126
328;12100;19126
329;12036;19135
330;11738;19135
331;12195;19213
332;14458;19213
333;11508;19127
334;12161;19213
335;12157;19205
336;11379;19205
337;12044;19127
338;11891;19135
339;10409;19155
340;10974;19213
341;13756;19155
342;13194;19213
343;8690;19205
344;13258;19164
345;11799;19136
346;11415;19135
347;11463;19213
348;13090;19136
349;13333;19155
350;12146;19164
351;14351;19164
352;11166;19205
353;11589;19213
354;11805;19213
355;13607;19135
356;13310;19205
357;12512;19127
358;14890;19205
359;12403;19127
360;12162;19205
361;13326;19213
362;12675;19205
363;8037;19205
364;10612;19136
365;13234;19155
366;9959;19213
367;12249;19205
368;13761;19205
369;14908;19136
370;14352;19213
371;12073;19136
372;14037;19135
373;13677;19213
374;11020;19135
375;12081;19205
376;11100;19135
377;12865;19135
378;12144;19135
379;13717;19213
380;14502;19213
381;14437;19135
382;12114;19136
383;11213;19213
384;12759;19127
385;11079;19213
386;10869;19135
387;14548;19205
388;12727;19213
389;12263;19155
390;11054;19135
391;13809;19135
392;10984;19127
393;12578;19127
394;12567;19213
395;12676;19213
396;10166;19127
397;12945;19205
398;12153;19205
399;12970;19126
400;11864;19213
401;11261;19213
402;14375;19155
403;10585;19135
404;13134;19205
405;13780;19213
406;13401;19127
407;12736;19213
408;13451;19213
409;12810;19205
410;11121;19213
411;10595;19126
412;11973;19205
413;14357;19213
414;10741;19213
415;11766;19135
416;13331;19213
417;13130;19205
418;11515;19127
419;12754;19205
420;11723;19135
421;15543;19213
422;14702;19127
423;14911;19213
424;11290;19213
425;11050;19135
426;11790;19136
427;12562;19135
428;13538;19205
429;13204;19136
430;11629;19135
431;12807;19135
432;12171;19213
433;12020;19126
434;12106;19205
435;11289;19135
436;13019;19205
437;14629;19213
438;10111;19135
439;11385;19164
440;12756;19205
441;14254;19205
442;13940;19135
443;11405;19213
444;14357;19205
445;10835;19205
446;12629;19164
447;12934;19155
448;13597;19205
449;11181;19205
450;12263;19135
451;11517;19205
452;11677;19205
453;11307;19076
454;12644;19205
455;13901;19135
456;14932;19213
457;10090;19135
458;10105;19213
459;11183;19205
460;12486;19205
461;13351;19136
462;9273;19127
463;11104;19136
464;11891;19135
465;11094;19136
466;14368;19205
467;12638;19135
468;15354;19127
469;13617;19127
470;11183;19155
471;10515;19135
472;14793;19127
473;12092;19205
474;11714;19213
475;12873;19205
476;10971;19205
477;12193;19213
478;11351;19205
479;13467;19213
480;11932;19213
481;14486;19126
482;11549;19205
483;12635;19127
484;11992;19205
485;12739;19135
486;13696;19213
487;12384;19135
488;13809;19205
489;14383;19213
490;14324;19213
491;12619;19135
492;14192;19213
493;9348;19213
494;8303;19205
495;12783;19127
496;12357;19136
497;13374;19136
498;12107;19213
499;13014;19126
500;12533;19205
501;11463;19213
502;14550;19155
503;12075;19213
504;13440;19213
505;12529;19205
506;12115;19205
507;12758;19136
508;11709;19135
509;11396;19213
510;12124;19213
511;12026;19127
512;12102;19135
513;12920;19213
514;13232;19127
515;11142;19213
516;10056;19135
517;13033;19127
518;10773;19135
519;12144;19126
520;11969;19213
521;16247;19155
522;10670;19164
523;11442;19213
524;13783;19164
525;13257;19205
526;14192;19213
527;13414;19127
528;14340;19136
529;11054;19205
530;12035;19155
531;12023;19213
532;10996;19205
533;10466;19205
534;13523;19155
535;14235;19135
536;12618;19213
537;13854;19205
538;10570;19135
539;10956;19155
540;12710;19164
541;15962;19205
542;12117;19136
543;11610;19136
544;11908;19127
545;13983;19213
546;12257;19127
547;11468;19126
548;13471;19205
549;13793;19213
550;12699;19126
551;10529;19155
552;12705;19213
553;14412;19135
554;9564;19135
555;14686;19136
556;11878;19205
557;11700;19136
558;12141;19136
559;11727;19213
560;12559;19213
561;12328;19135
562;13398;19135
563;12352;19213
564;11554;19213
565;12686;19213
566;13557;19205
567;14839;19127
568;13793;19213
569;13944;19135
570;9728;19213
571;12875;19213
572;11010;19205
573;13124;19213
574;9226;19135
575;13227;19213
576;12576;19136
577;12087;19126
578;11686;19155
579;15678;19135
580;10334;19213
581;12242;19136
582;10909;19213
583;13919;19127
584;12831;19213
585;14828;19127
586;13579;19155
587;13886;19135
588;11012;19213
589;11515;19126
590;14114;19213
591;10510;19135
592;13750;19155
593;12282;19205
594;12488;19205
595;12791;19135
596;12268;19213
597;11104;19213
598;11400;19135
599;11561;19155
600;12650;19205
601;13834;19213
602;14303;19213
603;14475;19136
604;10638;19213
605;11077;19213
606;11071;19135
607;14206;19213
608;10878;19213
609;13615;19213
610;12693;19136
611;14376;19213
612;13544;19135
613;13176;19205
614;11205;19205
615;14330;19136
616;12675;19135
617;14054;19205
618;11523;19155
619;13616;19205
620;13148;19135
621;13355;19126
622;13534;19126
623;15494;19136
624;12648;19213
625;10541;19205
626;12609;19126
627;12855;19127
628;11586;19127
629;11750;19164
630;12680;19155
631;12080;19205
632;11247;19155
633;11046;19213
634;13316;19213
635;14416;19213
636;13250;19155
637;13039;19127
638;13362;19136
639;12064;19127
640;9607;19213
641;12424;19155
642;9794;19155
643;9145;19135
644;13832;19213
645;12575;19135
646;13903;19205
647;11647;19155
648;13806;19136
649;12044;19205
650;13926;19205
651;12224;19213
652;12894;19213
653;12367;19135
654;12755;19213
655;11059;19213
656;12145;19213
657;15068;19136
658;12508;19205
659;13087;19135
660;11568;19155
661;11208;19213
662;10923;19213
663;11003;19213
664;9279;19205
665;12860;19213
666;12878;19136
667;12704;19205
668;12204;19127
669;12661;19164
670;10942;19136
671;11444;19127
672;12081;19213
673;13351;19205
674;14549;19213
675;12711;19213
676;13756;19155
677;12139;19135
678;12656;19135
679;13394;19135
680;11376;19205
681;13252;19135
682;12145;19136
683;12325;19155
684;12667;19213
685;12152;19127
686;13449;19155
687;10795;19135
688;16052;19205
689;14295;19127
690;10378;19135
691;14343;19135
692;11479;19213
693;11554;19068
694;10544;19205
695;12754;19135
696;12623;19117
697;13127;19213
698;9757;19205
699;13170;19213
700;12011;19135
701;13592;19135
702;12154;19136
703;12684;19135
704;11014;19127
705;10553;19213
706;11981;19164
707;13151;19136
708;11114;19213
709;13829;19205
710;11799;19205
711;13300;19155
712;13234;19136
713;15132;19213
714;11192;19127
715;12118;19205
716;11415;19213
717;11453;19213
718;11711;19213
719;13870;19213
720;10862;19155
721;12526;19205
722;15250;19213
723;13269;19213
724;13216;19213
725;11505;19213
726;10264;19213
727;11170;19136
728;13867;19213
729;14480;19155
730;12164;19136
731;13392;19205
732;12561;19213
733;14473;19126
734;14402;19213
735;10756;19213
736;12712;19135
737;11614;19205
738;12723;19155
739;11130;19126
740;13867;19213
741;9547;19213
742;11277;19205
743;12270;19213
744;12641;19213
745;13855;19213
746;12446;19205
747;13379;19205
748;12305;19135
749;12116;19126
750;13883;19127
751;11678;19213
752;14510;19126
753;9382;19135
754;10771;19213
755;10436;19205
756;14218;19155
757;13953;19205
758;13440;19135
759;11676;19135
760;13894;19205
761;11562;19155
762;15100;19213
763;12903;19213
764;13616;19136
765;12920;19213
766;13233;19213
767;12226;19136
768;13168;19135
769;12111;19213
770;14455;19136
771;14330;19205
772;13901;19135
773;11629;19213
774;13038;19213
775;14546;19213
776;11502;19213
777;9308;19213
778;12559;19205
779;15125;19213
780;12664;19135
781;11247;19068
782;11062;19213
783;12686;19136
784;11161;19135
785;13131;19205
786;13753;19213
787;12197;19213
788;13171;19205
789;13140;19155
790;13135;19155
791;10401;19135
792;13689;19205
793;14670;19205
794;11767;19136
795;12811;19205
796;12367;19135
797;13867;19127
798;12040;19117
799;12207;19213
800;12667;19205
801;12182;19155
802;13994;19164
803;11857;19205
804;13347;19213
805;12200;19164
806;13632;19205
807;11340;19136
808;11237;19213
809;12877;19164
810;13344;19213
811;14531;19205
812;11541;19136
813;11688;19136
814;12070;19126
815;13867;19213
816;15051;19213
817;15897;19205
818;13007;19135
819;13285;19205
820;14127;19213
821;12692;19127
822;12057;19213
823;12069;19136
824;12448;19135
825;15458;19126
826;14964;19136
827;9676;19155
828;11143;19126
829;10789;19205
830;14540;19126
831;13283;19126
832;10879;19205
833;14377;19135
834;10912;19213
835;11635;19135
836;10878;19126
837;12183;19205
838;11502;19205
839;12860;19164
840;12112;19213
841;9207;19136
842;11866;19213
843;13186;19127
844;14329;19213
845;11073;19135
846;13852;19213
847;12683;19136
848;12825;19213
849;11949;19205
850;13781;19205
851;14382;18644
852;10579;19126
853;12474;19205
854;12760;19135
855;11448;19213
856;12599;19155
857;10141;19164
858;15597;19213
859;13101;19213
860;14439;19126
861;11554;19213
862;13663;19205
863;11721;19213
864;10200;19213
865;13048;19205
866;13319;19213
867;13676;19135
868;13258;19213
869;11697;19127
870;12378;19155
871;14809;19205
872;15301;19136
873;13185;19213
874;13051;19205
875;13964;19213
876;11440;19205
877;12968;19205
878;11882;19135
879;12102;19135
880;13883;19213
881;13924;19213
882;12567;19135
883;12815;19136
884;10952;19135
885;13665;19205
886;11642;19135
887;14266;19213
888;13812;19155
889;14496;19213
890;10759;19136
891;12735;19213
892;13159;19136
893;14875;19205
894;12502;19213
895;11235;19136
896;12950;19213
