time;points;iterations
3.547;17113;34
2.810;17113;34
2.309;17113;34
1.749;17113;34
1.997;17113;34
4.983;17113;34
3.127;17113;34
2.756;17113;34
2.396;17113;34
2.879;17113;34
4.251;17113;34
3.499;17113;34
2.369;17113;34
2.173;17113;34
2.515;17113;34
4.078;17113;34
3.701;17113;34
3.020;17113;34
2.374;17113;34
2.978;17113;34
3.629;17113;34
3.649;17113;34
3.187;17113;34
2.856;17113;34
2.957;17113;34
2.993;17113;34
3.192;17113;34
3.939;17113;34
3.300;17113;34
3.778;17113;34
3.299;17113;34
2.378;17113;34
1.968;17113;34
2.271;17113;34
3.408;17113;34
3.597;17113;34
2.333;17113;34
2.181;17113;34
1.860;17113;34
1.846;17113;34
2.416;17113;34
3.172;17113;34
3.884;17113;34
2.398;17113;34
2.113;17113;34
2.201;17113;34
2.346;17113;34
4.334;17113;34
3.297;17113;34
3.083;17113;34
1.845;17113;34
2.116;17113;34
3.070;17113;34
2.779;17113;34
3.654;17113;34
3.236;17113;34
2.637;17113;34
2.867;17113;34
2.985;17113;34
2.632;17113;34
2.902;17113;34
3.120;17113;34
4.431;17113;34
3.479;17113;34
2.879;17113;34
2.171;17113;34
2.640;17113;34
3.526;17113;34
3.362;17113;34
2.275;17113;34
2.434;17113;34
2.322;17113;34
2.307;17113;34
3.212;17113;34
3.305;17113;34
2.240;17113;34
2.130;17113;34
1.864;17113;34
2.205;17113;34
3.440;17113;34
5.235;17113;34
1.919;17113;34
1.845;17113;34
1.740;17113;34
1.785;17113;34
3.423;17113;34
4.402;17113;34
3.106;17113;34
1.869;17113;34
1.908;17113;34
1.825;17113;34
1.729;17113;34
2.211;17113;34
3.031;17113;34
3.116;17113;34
3.339;17113;34
3.898;17113;34
3.239;17113;34
3.018;17113;34
2.458;17113;34
2.080;17113;34
1.709;17113;34
1.929;17113;34
3.084;17113;34
2.340;17113;34
1.971;17113;34
1.778;17113;34
1.732;17113;34
1.803;17113;34
2.974;17113;34
3.556;17113;34
1.926;17113;34
1.741;17113;34
1.739;17113;34
1.646;17113;34
1.649;17113;34
1.632;17113;34
3.334;17113;34
3.765;17113;34
3.799;17113;34
3.242;17113;34
3.042;17113;34
2.974;17113;34
2.846;17113;34
2.506;17113;34
1.649;17113;34
1.661;17113;34
1.646;17113;34
1.667;17113;34
1.944;17113;34
2.340;17113;34
2.995;17113;34
3.484;17113;34
2.039;17113;34
1.800;17113;34
2.454;17113;34
2.059;17113;34
2.092;17113;34
1.843;17113;34
1.659;17113;34
1.708;17113;34
2.021;17113;34
1.716;17113;34
2.428;17113;34
3.462;17113;34
3.116;17113;34
1.917;17113;34
1.941;17113;34
1.817;17113;34
1.949;17113;34
2.306;17113;34
2.635;17113;34
3.542;17113;34
3.607;17113;34
3.750;17113;34
1.939;17113;34
2.058;17113;34
2.541;17113;34
1.863;17113;34
1.743;17113;34
1.784;17113;34
1.723;17113;34
1.680;17113;34
1.841;17113;34
2.469;17113;34
2.584;17113;34
1.767;17113;34
2.757;17113;34
2.719;17113;34
3.387;17113;34
3.081;17113;34
2.070;17113;34
1.895;17113;34
2.152;17113;34
1.780;17113;34
1.992;17113;34
2.067;17113;34
3.095;17113;34
3.383;17113;34
2.649;17113;34
4.036;17113;34
3.126;17113;34
2.182;17113;34
1.968;17113;34
2.567;17113;34
1.730;17113;34
1.717;17113;34
1.759;17113;34
1.741;17113;34
4.179;17113;34
6.611;17113;34
5.286;17113;34
3.365;17113;34
3.107;17113;34
3.196;17113;34
1.805;17113;34
1.719;17113;34
1.735;17113;34
2.181;17113;34
3.978;17113;34
4.020;17113;34
3.221;17113;34
3.112;17113;34
3.426;17113;34
2.569;17113;34
3.044;17113;34
2.037;17113;34
1.711;17113;34
1.699;17113;34
1.815;17113;34
2.550;17113;34
3.141;17113;34
3.410;17113;34
3.205;17113;34
3.328;17113;34
3.429;17113;34
3.012;17113;34
2.532;17113;34
2.428;17113;34
2.020;17113;34
1.829;17113;34
2.696;17113;34
3.508;17113;34
3.168;17113;34
2.067;17113;34
3.194;17113;34
3.246;17113;34
2.512;17113;34
2.046;17113;34
7.009;17113;34
3.214;17113;34
4.157;17113;34
2.397;17113;34
2.798;17113;34
3.361;17113;34
2.984;17113;34
1.991;17113;34
2.108;17113;34
2.325;17113;34
1.735;17113;34
1.737;17113;34
2.246;17113;34
2.288;17113;34
4.240;17113;34
3.845;17113;34
3.404;17113;34
2.388;17113;34
2.594;17113;34
3.402;17113;34
2.321;17113;34
1.667;17113;34
1.738;17113;34
1.839;17113;34
1.895;17113;34
2.342;17113;34
3.735;17113;34
3.773;17113;34
3.390;17113;34
2.038;17113;34
2.921;17113;34
3.957;17113;34
2.128;17113;34
1.700;17113;34
1.818;17113;34
1.789;17113;34
2.127;17113;34
5.178;17113;34
3.752;17113;34
3.481;17113;34
2.267;17113;34
3.771;17113;34
3.242;17113;34
2.101;17113;34
1.839;17113;34
1.739;17113;34
2.360;17113;34
3.057;17113;34
4.083;17113;34
3.218;17113;34
1.985;17113;34
1.720;17113;34
3.163;17113;34
2.579;17113;34
2.173;17113;34
1.866;17113;34
1.671;17113;34
1.858;17113;34
1.779;17113;34
2.391;17113;34
3.045;17113;34
2.940;17113;34
2.052;17113;34
1.662;17113;34
1.639;17113;34
1.887;17113;34
3.307;17113;34
2.530;17113;34
2.641;17113;34
2.988;17113;34
2.022;17113;34
2.009;17113;34
1.847;17113;34
1.834;17113;34
4.284;17113;34
3.612;17113;34
3.316;17113;34
3.003;17113;34
2.371;17113;34
2.974;17113;34
3.140;17113;34
3.425;17113;34
1.745;17113;34
1.677;17113;34
2.138;17113;34
2.349;17113;34
