run_id;startPoints;endPoints
900;13169;17183
901;11029;17163
902;14113;17119
903;12962;17172
904;12544;17220
905;10923;17141
906;10975;17170
907;12210;17196
908;14285;17183
909;10610;17181
910;12082;17186
911;11871;17206
912;11719;17110
913;12163;17217
914;14670;17150
915;13140;17155
916;11412;17192
917;11858;17118
918;10683;17191
919;11017;17183
920;10927;17118
921;11960;17183
922;12346;17187
923;12455;17172
924;12342;17198
925;12759;17181
926;10923;17217
927;13266;17172
928;10970;17123
929;12134;17124
930;13407;17181
931;11934;17228
932;13585;17142
933;10693;17192
934;13007;17181
935;12475;17125
936;11050;17151
937;13798;17192
938;10731;17183
939;13723;17215
940;13531;17163
941;11883;17217
942;12917;17220
943;13111;17191
944;12486;17185
945;10259;17181
946;11003;17192
947;12386;17176
948;13162;17222
949;13498;17139
950;14089;17164
951;11634;17217
952;12884;17220
953;11787;17161
954;14039;17150
955;12596;17148
956;13096;17175
957;13193;17153
958;12443;17192
959;11993;17187
960;11254;17171
961;13195;17220
962;12826;17192
963;12524;17181
964;13331;17226
965;12114;17226
966;12265;17172
967;12739;17170
968;12626;17151
969;10011;17175
970;12754;17183
971;11370;17217
972;12919;17186
973;11169;17186
974;14528;17181
975;13509;17183
976;11085;17198
977;12504;17174
978;12485;17196
979;12197;17183
980;11964;17182
981;12162;17206
982;10564;17103
983;12772;17222
984;11769;17143
985;12800;17163
986;12541;17149
987;12196;17215
988;10809;17182
989;11212;17183
990;11636;17220
991;10929;17150
992;12027;17137
993;11905;17172
994;12046;17093
995;13825;17142
996;11314;17103
997;12544;17181
998;13024;17172
999;12020;17186
1000;14416;17217
