variant;run;score;time_ms;avg_iterations;states
300_RestartsFast;1;23357;49672.736;32.00333333333333;3983
300_RestartsFast;2;23293;47033.214;31.976666666666667;4489
300_RestartsFast;3;23345;47382.770;32.22;3851
300_RestartsFast;4;23327;47101.057;32.04;4311
300_RestartsFast;5;23302;47352.082;32.06;4067
300_RestartsFast;6;23300;46719.327;31.956666666666667;4096
300_RestartsFast;7;23303;46686.549;31.98;4618
300_RestartsFast;8;23331;51961.457;31.966666666666665;4573
300_RestartsFast;9;23293;54772.016;31.796666666666667;4162
300_RestartsFast;10;23345;53597.622;32.04333333333334;4568
300_RestartsFast;11;23304;42089.368;32.00666666666667;4301
300_RestartsFast;12;23338;41939.441;31.916666666666668;4334
300_RestartsFast;13;23310;40499.279;31.963333333333335;4251
300_RestartsFast;14;23328;40935.987;32.056666666666665;4083
300_RestartsFast;15;23333;41123.149;32.02333333333333;4464
300_RestartsFast;16;23357;46112.589;31.94;3237
300_RestartsFast;17;23298;48227.699;31.913333333333334;3355
