variant;run;score;time_ms;avg_iterations;states
30_RestartsFast;1;17103;870.547;25.266666666666666;2637
30_RestartsFast;2;17120;705.571;25.833333333333332;2593
30_RestartsFast;3;17135;641.378;26.133333333333333;2057
30_RestartsFast;4;17011;807.501;25.233333333333334;2704
30_RestartsFast;5;17070;1015.243;24.466666666666665;2859
30_RestartsFast;6;17083;910.798;26.2;2895
30_RestartsFast;7;16990;952.479;25.133333333333333;2228
30_RestartsFast;8;17108;662.011;24.833333333333332;3422
30_RestartsFast;9;17002;625.265;26.0;2440
30_RestartsFast;10;17007;606.432;24.833333333333332;2101
30_RestartsFast;11;17163;605.155;24.566666666666666;3236
30_RestartsFast;12;17101;602.956;25.266666666666666;2613
30_RestartsFast;13;17143;594.900;24.0;2128
30_RestartsFast;14;17160;614.869;24.8;2391
30_RestartsFast;15;17068;596.696;24.433333333333334;2257
30_RestartsFast;16;17160;675.486;26.2;2905
30_RestartsFast;17;17058;621.111;26.233333333333334;2394
30_RestartsFast;18;17062;605.729;24.7;2177
30_RestartsFast;19;17020;597.918;24.766666666666666;2353
30_RestartsFast;20;17101;629.551;26.133333333333333;1919
30_RestartsFast;21;17100;722.909;25.466666666666665;2846
30_RestartsFast;22;17129;672.357;25.666666666666668;2120
30_RestartsFast;23;17149;636.777;25.8;2501
30_RestartsFast;24;17056;687.739;25.933333333333334;2467
30_RestartsFast;25;17056;622.366;25.366666666666667;2074
30_RestartsFast;26;16992;611.808;24.566666666666666;2204
30_RestartsFast;27;17186;625.237;25.4;2656
30_RestartsFast;28;17074;608.532;24.966666666666665;2217
30_RestartsFast;29;17164;650.471;26.866666666666667;2090
30_RestartsFast;30;17031;619.738;25.6;3193
