variant;run;score;time_ms;iterations;states
temp10shaved3Annealing;1;19109;273.124;100.0;318186
temp10shaved3Annealing;2;19053;99.805;100.0;318186
temp10shaved3Annealing;3;19007;165.774;100.0;318186
temp10shaved3Annealing;4;19116;142.799;100.0;318186
temp10shaved3Annealing;5;19190;132.625;100.0;318186
temp10shaved3Annealing;6;19192;96.788;100.0;318186
temp10shaved3Annealing;7;19021;79.498;100.0;318186
temp10shaved3Annealing;8;19169;78.935;100.0;318186
temp10shaved3Annealing;9;19016;75.028;100.0;318186
temp10shaved3Annealing;10;19181;101.112;100.0;318186
temp10shaved3Annealing;11;19070;74.589;100.0;318186
temp10shaved3Annealing;12;19065;70.013;100.0;318186
temp10shaved3Annealing;13;19065;56.893;100.0;318186
temp10shaved3Annealing;14;19030;71.044;100.0;318186
temp10shaved3Annealing;15;19040;80.287;100.0;318186
temp10shaved3Annealing;16;19065;73.813;100.0;318186
temp10shaved3Annealing;17;19204;98.705;100.0;318186
temp10shaved3Annealing;18;18990;160.636;100.0;318186
temp10shaved3Annealing;19;19065;111.057;100.0;318186
temp10shaved3Annealing;20;19042;81.794;100.0;318186
temp10shaved3Annealing;21;19122;67.725;100.0;318186
temp10shaved3Annealing;22;18989;64.226;100.0;318186
temp10shaved3Annealing;23;19159;64.928;100.0;318186
temp10shaved3Annealing;24;19172;113.964;100.0;318186
temp10shaved3Annealing;25;19181;77.758;100.0;318186
temp10shaved3Annealing;26;19205;59.466;100.0;318186
temp10shaved3Annealing;27;19045;104.688;100.0;318186
temp10shaved3Annealing;28;19006;57.003;100.0;318186
temp10shaved3Annealing;29;19146;64.057;100.0;318186
temp10shaved3Annealing;30;19205;113.179;100.0;318186
