variant;run;score;time_ms;iterations;states
beamSearchFast;1;23140;7332.175;34.0;6800
beamSearchFast;2;23175;3213.011;35.0;7000
beamSearchFast;3;23046;2911.242;31.0;6200
beamSearchFast;4;23199;2758.887;30.0;5980
beamSearchFast;5;23156;3060.455;31.0;6200
beamSearchFast;6;23168;3219.871;32.0;6400
beamSearchFast;7;23226;3040.235;34.0;6720
beamSearchFast;8;22867;2694.290;29.0;5760
beamSearchFast;9;23083;2748.486;30.0;5980
beamSearchFast;10;22932;3066.008;33.0;6600
beamSearchFast;11;23087;3123.703;32.0;6400
beamSearchFast;12;22846;2885.426;29.0;5800
beamSearchFast;13;23017;3115.471;30.0;6000
beamSearchFast;14;23005;2945.687;32.0;6380
beamSearchFast;15;23082;2884.718;33.0;6600
beamSearchFast;16;23139;2855.399;32.0;6380
beamSearchFast;17;22968;2891.749;31.0;6200
beamSearchFast;18;23273;3184.815;34.0;6760
beamSearchFast;19;23078;2958.955;35.0;6980
beamSearchFast;20;23053;2504.572;30.0;5980
beamSearchFast;21;23014;2523.927;29.0;5760
beamSearchFast;22;22855;2484.399;29.0;5800
beamSearchFast;23;23291;2901.848;36.0;7200
beamSearchFast;24;23139;3464.399;32.0;6400
beamSearchFast;25;23212;3047.333;35.0;6978
beamSearchFast;26;23035;3531.862;31.0;6200
beamSearchFast;27;23044;2703.936;30.0;5980
beamSearchFast;28;23097;2857.708;34.0;6720
beamSearchFast;29;23234;3032.432;33.0;6600
beamSearchFast;30;23102;2816.100;30.0;5960
