variant;run;score;time_ms;iterations;states
beamSearch;1;23191;23929.995;0.0;0
beamSearch;2;23110;22625.797;0.0;0
beamSearch;3;23108;21307.413;0.0;0
beamSearch;4;23328;21568.996;0.0;0
beamSearch;5;23293;23220.262;0.0;0
beamSearch;6;23177;20271.253;0.0;0
beamSearch;7;23222;20523.391;0.0;0
beamSearch;8;23275;21467.236;0.0;0
beamSearch;9;23156;21493.644;0.0;0
beamSearch;10;23246;21836.639;0.0;0
beamSearch;11;23120;20003.972;0.0;0
beamSearch;12;23135;21516.478;0.0;0
beamSearch;13;23220;21521.817;0.0;0
beamSearch;14;23209;21197.169;0.0;0
beamSearch;15;23322;23861.315;0.0;0
beamSearch;16;23200;20980.091;0.0;0
beamSearch;17;23089;19330.768;0.0;0
beamSearch;18;23201;23221.794;0.0;0
beamSearch;19;23214;23156.003;0.0;0
beamSearch;20;23184;22714.152;0.0;0
beamSearch;21;23215;22943.110;0.0;0
