variant;run;score;time_ms;iterations;states
temp1000shaved50Annealing;1;19114;310.832;100.0;318186
temp1000shaved50Annealing;2;18525;223.742;100.0;318186
temp1000shaved50Annealing;3;19094;206.897;100.0;318186
temp1000shaved50Annealing;4;19096;107.404;100.0;318186
temp1000shaved50Annealing;5;18515;90.273;100.0;318186
temp1000shaved50Annealing;6;18935;87.863;100.0;318186
temp1000shaved50Annealing;7;18354;106.358;100.0;318186
temp1000shaved50Annealing;8;19050;89.240;100.0;318186
temp1000shaved50Annealing;9;18511;119.204;100.0;318186
temp1000shaved50Annealing;10;18957;69.619;100.0;318186
temp1000shaved50Annealing;11;19071;106.782;100.0;318186
temp1000shaved50Annealing;12;18964;88.326;100.0;318186
temp1000shaved50Annealing;13;18683;154.436;100.0;318186
temp1000shaved50Annealing;14;18960;107.603;100.0;318186
temp1000shaved50Annealing;15;19046;128.557;100.0;318186
temp1000shaved50Annealing;16;18613;105.523;100.0;318186
temp1000shaved50Annealing;17;19171;73.756;100.0;318186
temp1000shaved50Annealing;18;18850;104.079;100.0;318186
temp1000shaved50Annealing;19;18587;104.728;100.0;318186
temp1000shaved50Annealing;20;18659;107.032;100.0;318186
temp1000shaved50Annealing;21;18660;131.927;100.0;318186
temp1000shaved50Annealing;22;18912;109.225;100.0;318186
temp1000shaved50Annealing;23;18731;96.548;100.0;318186
temp1000shaved50Annealing;24;18665;107.839;100.0;318186
temp1000shaved50Annealing;25;19094;116.890;100.0;318186
temp1000shaved50Annealing;26;18638;108.343;100.0;318186
temp1000shaved50Annealing;27;18952;167.627;100.0;318186
temp1000shaved50Annealing;28;19120;103.095;100.0;318186
temp1000shaved50Annealing;29;19085;101.047;100.0;318186
temp1000shaved50Annealing;30;19135;105.020;100.0;318186
