variant;run;score;time_ms;iterations;states
firstChoice;1;19205;1137.312;8.0;0
firstChoice;2;19073;350.243;4.0;0
firstChoice;3;19213;635.242;10.0;0
firstChoice;4;19204;535.272;4.0;0
firstChoice;5;19205;621.414;7.0;0
firstChoice;6;19150;520.811;6.0;0
firstChoice;7;19213;542.924;8.0;0
firstChoice;8;19204;263.838;6.0;0
firstChoice;9;19204;548.811;7.0;0
firstChoice;10;19204;325.252;3.0;0
firstChoice;11;19205;602.724;8.0;0
firstChoice;12;19204;248.144;5.0;0
firstChoice;13;19204;327.061;4.0;0
firstChoice;14;19192;308.718;5.0;0
firstChoice;15;19145;199.865;5.0;0
firstChoice;16;19073;261.421;5.0;0
firstChoice;17;19028;458.358;6.0;0
firstChoice;18;19213;502.617;8.0;0
firstChoice;19;19094;356.382;7.0;0
firstChoice;20;19205;280.266;5.0;0
firstChoice;21;19213;712.295;9.0;0
firstChoice;22;19205;440.862;6.0;0
firstChoice;23;19161;308.164;7.0;0
firstChoice;24;19213;231.376;6.0;0
firstChoice;25;19045;553.670;6.0;0
firstChoice;26;19146;365.482;4.0;0
firstChoice;27;19204;335.132;7.0;0
firstChoice;28;19189;312.677;7.0;0
firstChoice;29;19204;302.960;4.0;0
firstChoice;30;19073;340.657;5.0;0
