variant;run;score;time_ms;iterations;states
firstChoiceSwaps;1;15544;67174.805;47.0;68216391
firstChoiceSwaps;2;15585;113608.123;44.0;114186136
firstChoiceSwaps;3;15585;102436.102;52.0;110349480
firstChoiceSwaps;4;15585;79622.269;53.0;84560051
firstChoiceSwaps;5;15585;95308.012;52.0;101245800
firstChoiceSwaps;6;15585;63198.364;46.0;68647385
firstChoiceSwaps;7;15561;70380.469;48.0;75464323
firstChoiceSwaps;8;15529;97093.423;49.0;99052846
firstChoiceSwaps;9;15544;70130.736;60.0;74459762
firstChoiceSwaps;10;15585;65937.880;60.0;69128499
firstChoiceSwaps;11;15544;89815.175;61.0;91978200
firstChoiceSwaps;12;15561;96588.234;47.0;97473601
firstChoiceSwaps;13;15561;59538.008;60.0;62320414
firstChoiceSwaps;14;15585;107887.178;65.0;89801868
firstChoiceSwaps;15;15561;82930.761;48.0;72215294
firstChoiceSwaps;16;15529;119797.296;61.0;105334382
firstChoiceSwaps;17;15561;133353.854;57.0;111440891
firstChoiceSwaps;18;15561;67750.134;39.0;69036707
firstChoiceSwaps;19;15561;117869.538;45.0;100983102
firstChoiceSwaps;20;15585;151388.866;49.0;75713076
firstChoiceSwaps;21;15561;144284.064;54.0;70673166
firstChoiceSwaps;22;15585;161871.166;52.0;74216316
firstChoiceSwaps;23;15561;198821.741;55.0;88850246
firstChoiceSwaps;24;15585;160861.735;54.0;82113838
firstChoiceSwaps;25;15585;156234.452;45.0;66500334
firstChoiceSwaps;26;15585;180110.114;47.0;87148359
firstChoiceSwaps;27;15585;185628.705;59.0;93174096
firstChoiceSwaps;28;15585;136009.374;54.0;70689130
firstChoiceSwaps;29;15585;105866.236;46.0;59422628
firstChoiceSwaps;30;15585;186001.411;45.0;89281565
