variant;run;score;time_ms;iterations;states
standard;770;23069;60.535;33.0;34
standard;771;23078;46.312;32.0;33
standard;772;23284;63.330;33.0;34
standard;773;23089;38.799;30.0;31
standard;774;23151;35.675;34.0;35
standard;775;23243;40.035;32.0;33
standard;776;23039;79.871;32.0;33
standard;777;23167;32.893;32.0;33
standard;778;23240;63.848;33.0;34
standard;779;23184;61.038;36.0;37
standard;780;23115;62.575;32.0;33
standard;781;23202;47.231;32.0;33
standard;782;22912;65.021;33.0;34
standard;783;23088;35.403;32.0;33
standard;784;23139;58.793;33.0;34
standard;785;22871;37.839;32.0;33
standard;786;23027;53.481;31.0;32
standard;787;23282;61.371;34.0;35
standard;788;23191;36.877;33.0;34
standard;789;23111;44.126;33.0;34
standard;790;23233;42.628;34.0;35
standard;791;23166;58.337;32.0;33
standard;792;23119;58.366;31.0;32
standard;793;23083;57.044;32.0;33
standard;794;23180;43.559;33.0;34
standard;795;23310;38.096;34.0;35
standard;796;23091;42.897;33.0;34
standard;797;23218;34.047;32.0;33
standard;798;23128;74.107;32.0;33
standard;799;23059;57.736;32.0;33
standard;800;23244;57.789;35.0;36
standard;801;23059;34.832;34.0;35
standard;802;23100;60.126;33.0;34
standard;803;23130;40.355;34.0;35
standard;804;23141;43.794;32.0;33
standard;805;23098;58.074;33.0;34
standard;806;23192;39.281;34.0;35
standard;807;23223;61.799;32.0;33
standard;808;23172;31.274;32.0;33
standard;809;23069;62.319;31.0;32
standard;810;23044;34.992;32.0;33
standard;811;23127;53.672;36.0;37
standard;812;23139;45.109;30.0;31
standard;813;23190;69.544;34.0;35
standard;814;23208;35.014;32.0;33
standard;815;23052;59.507;33.0;34
standard;816;23090;56.961;30.0;31
standard;817;22992;32.694;33.0;34
standard;818;23063;41.516;32.0;33
standard;819;23075;35.715;34.0;35
standard;820;23044;52.224;31.0;32
standard;821;23163;42.496;32.0;33
standard;822;23147;42.716;33.0;34
standard;823;23253;45.020;37.0;38
standard;824;23262;56.043;32.0;33
standard;825;23242;56.184;34.0;35
standard;826;23211;35.322;32.0;33
standard;827;23148;59.835;33.0;34
standard;828;23287;56.615;34.0;35
standard;829;23064;37.604;30.0;31
standard;830;22982;45.516;34.0;35
standard;831;23082;58.531;32.0;33
standard;832;23001;31.594;29.0;30
standard;833;22929;52.783;32.0;33
standard;834;23117;58.543;34.0;35
standard;835;23269;36.375;34.0;35
standard;836;23317;45.060;34.0;35
standard;837;23282;60.212;37.0;38
standard;838;23027;39.865;30.0;31
standard;839;23069;56.886;31.0;32
standard;840;23125;44.138;29.0;30
standard;841;23194;40.602;34.0;35
standard;842;23072;60.966;34.0;35
standard;843;23166;39.485;34.0;35
standard;844;22799;43.193;29.0;30
standard;845;22973;34.757;30.0;31
standard;846;23106;46.834;34.0;35
standard;847;22936;30.166;28.0;29
standard;848;23214;53.574;33.0;34
standard;849;23201;46.928;33.0;34
standard;850;23276;71.068;35.0;36
standard;851;23129;62.825;34.0;35
standard;852;23025;56.233;33.0;34
standard;853;23074;37.904;34.0;35
standard;854;23194;57.723;32.0;33
standard;855;22988;35.939;33.0;34
standard;856;23016;56.769;32.0;33
standard;857;23242;58.195;31.0;32
standard;858;23028;28.757;29.0;30
standard;859;23182;57.249;32.0;33
standard;860;23161;37.096;29.0;30
standard;861;23190;43.867;32.0;33
standard;862;23181;42.506;35.0;36
standard;863;23196;56.212;30.0;31
standard;864;22882;42.950;31.0;32
standard;865;22868;44.352;31.0;32
standard;866;23137;42.338;33.0;34
standard;867;23203;34.031;33.0;34
standard;868;23255;42.791;29.0;30
standard;869;23182;30.700;32.0;33
standard;870;22954;49.588;31.0;32
standard;871;23260;35.814;33.0;34
standard;872;23201;61.811;35.0;36
standard;873;23073;56.724;31.0;32
standard;874;23180;60.838;31.0;32
standard;875;23282;52.336;33.0;34
standard;876;22978;70.435;34.0;35
standard;877;23261;79.726;36.0;37
standard;878;23099;60.191;31.0;32
standard;879;23122;58.303;30.0;31
standard;880;23176;60.433;33.0;34
standard;881;23125;53.433;31.0;32
standard;882;23102;46.872;34.0;35
standard;883;23156;33.822;32.0;33
standard;884;23212;88.001;35.0;36
standard;885;22852;31.455;30.0;31
standard;886;23164;45.773;30.0;31
standard;887;23276;63.504;35.0;36
standard;888;23140;40.170;33.0;34
standard;889;23022;63.065;33.0;34
standard;890;22943;43.069;32.0;33
standard;891;23058;56.918;33.0;34
standard;892;23108;44.300;33.0;34
standard;893;22948;42.072;34.0;35
standard;894;23208;38.023;33.0;34
standard;895;23216;40.233;33.0;34
standard;896;23071;53.490;32.0;33
standard;897;23174;46.362;34.0;35
standard;898;23108;55.024;30.0;31
standard;899;23030;43.453;33.0;34
standard;900;23172;32.666;32.0;33
standard;901;23104;45.209;33.0;34
standard;902;23025;34.110;34.0;35
standard;903;23165;58.504;33.0;34
standard;904;23105;42.855;32.0;33
standard;905;23162;67.285;34.0;35
standard;906;23153;46.772;31.0;32
standard;907;23084;43.017;32.0;33
standard;908;23271;42.951;33.0;34
standard;909;23163;58.312;33.0;34
standard;910;23059;39.706;35.0;36
standard;911;23204;49.199;33.0;34
standard;912;22975;61.620;32.0;33
standard;913;23220;37.990;34.0;35
standard;914;23165;36.050;31.0;32
standard;915;23155;38.339;34.0;35
standard;916;23173;58.092;34.0;35
standard;917;22970;41.466;31.0;32
standard;918;23235;59.807;34.0;35
standard;919;23182;53.491;33.0;34
standard;920;23243;37.504;33.0;34
standard;921;23141;58.548;34.0;35
standard;922;23211;43.752;35.0;36
standard;923;23136;59.501;32.0;33
standard;924;23213;42.716;33.0;34
standard;925;23231;37.803;35.0;36
standard;926;23110;44.111;33.0;34
standard;927;22965;57.264;32.0;33
standard;928;23164;44.030;33.0;34
standard;929;23118;58.271;34.0;35
standard;930;22934;34.840;32.0;33
standard;931;23134;35.306;31.0;32
standard;932;23092;56.980;34.0;35
standard;933;23275;34.590;35.0;36
standard;934;22977;49.722;33.0;34
standard;935;23201;62.123;32.0;33
standard;936;23202;62.292;32.0;33
standard;937;23048;55.832;32.0;33
standard;938;23112;48.417;33.0;34
standard;939;22957;57.786;30.0;31
standard;940;23019;63.498;33.0;34
standard;941;23019;59.420;31.0;32
standard;942;23024;56.620;32.0;33
standard;943;23074;66.348;34.0;35
standard;944;23000;32.204;31.0;32
standard;945;23120;42.035;31.0;32
standard;946;23074;33.341;31.0;32
standard;947;22811;56.265;31.0;32
standard;948;23156;43.356;32.0;33
standard;949;23239;57.327;33.0;34
standard;950;23154;36.453;32.0;33
standard;951;23170;61.486;38.0;39
standard;952;23203;50.431;35.0;36
standard;953;23068;36.604;32.0;33
standard;954;23102;62.818;34.0;35
standard;955;23272;33.906;32.0;33
standard;956;23070;45.742;33.0;34
standard;957;23066;55.696;30.0;31
standard;958;23160;62.389;34.0;35
standard;959;23248;44.661;32.0;33
standard;960;23218;46.252;33.0;34
standard;961;23141;62.065;33.0;34
standard;962;23171;63.186;32.0;33
standard;963;23011;46.287;34.0;35
standard;964;23072;31.274;30.0;31
standard;965;22988;36.605;31.0;32
standard;966;23126;36.267;32.0;33
standard;967;23037;60.166;33.0;34
standard;968;23101;47.006;32.0;33
standard;969;23025;40.938;32.0;33
standard;970;23029;53.173;31.0;32
standard;971;23021;42.089;33.0;34
standard;972;23141;62.111;32.0;33
standard;973;22996;65.508;32.0;33
standard;974;23102;37.712;32.0;33
standard;975;23147;49.043;36.0;37
standard;976;23164;54.729;33.0;34
standard;977;23258;63.135;34.0;35
standard;978;23253;39.206;32.0;33
standard;979;23150;65.259;33.0;34
standard;980;23203;41.387;35.0;36
standard;981;23239;59.748;33.0;34
standard;982;23065;60.922;32.0;33
standard;983;23052;39.080;31.0;32
standard;984;23207;36.870;32.0;33
standard;985;23161;56.082;33.0;34
standard;986;23088;48.250;34.0;35
standard;987;23147;47.524;33.0;34
standard;988;23068;58.905;32.0;33
standard;989;23054;31.744;30.0;31
standard;990;23117;51.156;33.0;34
standard;991;23135;81.892;30.0;31
standard;992;23062;63.057;30.0;31
standard;993;23149;66.909;34.0;35
standard;994;23230;45.014;35.0;36
standard;995;23260;60.430;33.0;34
standard;996;23123;41.231;33.0;34
standard;997;22965;50.323;32.0;33
standard;998;23146;44.293;33.0;34
standard;999;23110;74.119;28.0;29
standard;1000;22979;37.495;31.0;32
