variant;run;score;time_ms;iterations;states
temp10shaved10Annealing;1;22901;21391.019;100.0;0
temp10shaved10Annealing;2;22974;18052.421;100.0;0
temp10shaved10Annealing;3;23054;11879.276;100.0;0
temp10shaved10Annealing;4;22777;12442.820;100.0;0
temp10shaved10Annealing;5;22941;13154.511;100.0;0
temp10shaved10Annealing;6;22800;12854.200;100.0;0
temp10shaved10Annealing;7;22775;12835.258;100.0;0
temp10shaved10Annealing;8;23135;13963.456;100.0;0
temp10shaved10Annealing;9;22909;14045.856;100.0;0
temp10shaved10Annealing;10;23020;14940.281;100.0;0
temp10shaved10Annealing;11;22689;12635.396;100.0;0
temp10shaved10Annealing;12;23030;13734.064;100.0;0
temp10shaved10Annealing;13;22854;12077.672;100.0;0
temp10shaved10Annealing;14;22655;11823.691;100.0;0
temp10shaved10Annealing;15;22885;11849.053;100.0;0
temp10shaved10Annealing;16;22766;11655.995;100.0;0
temp10shaved10Annealing;17;22675;13753.637;100.0;0
temp10shaved10Annealing;18;22895;13465.576;100.0;0
temp10shaved10Annealing;19;22987;13197.214;100.0;0
temp10shaved10Annealing;20;22832;13439.503;100.0;0
temp10shaved10Annealing;21;22945;10898.404;100.0;0
temp10shaved10Annealing;22;22899;12384.206;100.0;0
temp10shaved10Annealing;23;22858;13213.571;100.0;0
temp10shaved10Annealing;24;22759;13141.907;100.0;0
temp10shaved10Annealing;25;23047;13141.752;100.0;0
temp10shaved10Annealing;26;23041;12668.282;100.0;0
temp10shaved10Annealing;27;22949;10941.937;100.0;0
temp10shaved10Annealing;28;22915;11278.109;100.0;0
temp10shaved10Annealing;29;22979;10906.449;100.0;0
temp10shaved10Annealing;30;22646;12546.018;100.0;0
